"","Age [years]","BMI [kg/m²]"
"1745",1.59,14.5734672641169
"1746",1.59,18.2034503271862
"1747",1.59,15.8089990817264
"1748",1.59,17.5642328349543
"1749",1.59,15.2127706711746
"1750",1.59,16.8940870695257
"1751",1.6,16.2357918892753
"1753",1.6,18.5657596371882
"1754",1.6,18.066167337875
"1755",1.6,17.0862364763139
"1756",1.6,17.3728668650183
"1757",1.6,18.8414145057359
"1758",1.6,15.0449826989619
"1759",1.61,18.3561765752937
"1760",1.61,16.245929764364
"1761",1.61,16.4769804526749
"1762",1.61,15.0473650011969
"1763",1.61,16.656751933373
"1764",1.61,17.842970521542
"1765",1.62,16.3639897276278
"1766",1.62,16.8135219368147
"1767",1.63,17.7417241680496
"1768",1.63,15.5634826265028
"1769",1.63,16.5289256198347
"1770",1.63,17.3134103654635
"1771",1.64,15.8193618171985
"1772",1.64,17.2098765432099
"1773",1.64,17.1071535968459
"1775",1.64,20.8979591836735
"1776",1.65,17.3469705819773
"1777",1.65,17.4211841599385
"1778",1.65,17.0339318847424
"1779",1.66,15.061688831918
"1780",1.66,17.1019283746557
"1782",1.66,16.1281179138322
"1784",1.66,15.8223254463638
"1786",1.66,15.5238472717664
"1788",1.67,15.4478458049887
"1789",1.67,15.2461543977912
"1790",1.67,15.7171973671021
"1791",1.67,18.0100856479629
"1793",1.68,16.1417188194658
"1794",1.68,16.5509405378109
"1795",1.68,16.7658586151836
"1796",1.69,15.0047258979206
"1797",1.69,15.8221589335865
"1798",1.69,14.4195918367347
"1800",1.69,18.03125
"1801",1.69,15.9766768794864
"1802",1.69,14.3446297292451
"1803",1.69,16.6306111411574
"1804",1.69,15.4775943396226
"1806",1.7,18.0560660229209
"1809",1.71,16.3792176126788
"1810",1.71,16.9372702422471
"1812",1.71,15.8671701881964
"1813",1.71,16.3165543664949
"1814",1.71,15.5371459808413
"1815",1.72,18.486747662897
"1816",1.72,16.2292063293905
"1820",1.72,17.7037917822698
"1821",1.73,16.3593099345628
"1822",1.73,17.6191482734069
"1823",1.73,16.6661097931772
"1824",1.73,17.4148188209843
"1827",1.74,17.5619834710744
"1829",1.74,16.6846944294213
"1832",1.74,16.9651123642791
"1833",1.75,16.2325596211429
"1834",1.75,14.9382716049383
"1835",1.75,17.8525770497557
"1836",1.75,13.3219954648526
"1837",1.75,16.4093093627625
"1838",1.75,17.2754448107123
"1839",1.75,16.9450178269844
"1840",1.75,14.6034852647823
"1841",1.75,17.0862364763139
"1843",1.75,17.9826933477555
"1844",1.75,17.2903467432352
"1847",1.76,16.2706611570248
"1848",1.76,15.8620985556389
"1849",1.76,16.0553633217993
"1850",1.76,16.0112265695479
"1852",1.76,15.8546861833276
"1855",1.76,16.2246059587785
"1856",1.76,14.8732475169422
"1858",1.76,17.439556084027
"1859",1.77,15.2376033057851
"1860",1.77,17.4418604651163
"1862",1.78,16.3593099345628
"1863",1.78,15.1987210903405
"1864",1.78,15.1255208150975
"1865",1.78,16.656751933373
"1867",1.78,14.7377251754356
"1868",1.78,15.85414189457
"1869",1.78,18.2145328719723
"1871",1.78,15.9455343545642
"1873",1.78,16.4389054094691
"1875",1.79,16.901027582477
"1876",1.79,17.8219379452412
"1877",1.79,18.1179015684154
"1878",1.79,16.623575600881
"1879",1.79,15.1433207138994
"1880",1.8,16.9022361658447
"1881",1.8,16.3752501949285
"1882",1.8,15.7519383552227
"1883",1.8,15.5899061963271
"1884",1.8,16.1168199026501
"1886",1.8,17.5278158817253
"1887",1.8,15.7364738479046
"1888",1.8,17.2281373621749
"1889",1.81,17.3140545280612
"1890",1.81,13.6758686105557
"1891",1.81,15.3326111022312
"1893",1.81,15.781499873748
"1894",1.82,17.1586426872855
"1895",1.82,17.5716739331484
"1896",1.82,17.0443586322001
"1897",1.82,20.1819200847384
"1898",1.82,16.7908092412574
"1899",1.82,15.3079691930262
"1900",1.82,16.9795918367347
"1901",1.83,14.9515143748131
"1902",1.83,17.5308641975309
"1903",1.83,15.1448322720531
"1904",1.83,17.4418604651163
"1907",1.83,16.304347826087
"1908",1.84,17.921146953405
"1911",1.84,17.2413793103448
"1914",1.84,16.5481201916098
"1915",1.84,16.785412389808
"1917",1.84,16.2388205488233
"1919",1.84,15.907082439086
"1920",1.84,18.6148687709562
"1922",1.84,15.3697083096662
"1923",1.84,16.5371132449322
"1924",1.85,14.8897959183673
"1925",1.85,17.0880428316478
"1926",1.85,15.754132231405
"1929",1.85,14.0697471326826
"1930",1.85,15.5489453758789
"1932",1.85,17.2688433193544
"1933",1.86,18.0246913580247
"1934",1.86,16.2214532871972
"1936",1.86,17.5096610923019
"1938",1.87,17.1087490823199
"1939",1.87,16.8386586103313
"1941",1.87,16.5151879307544
"1942",1.87,15.481559488107
"1944",1.87,16.5337033183027
"1945",1.87,16.159575811135
"1946",1.87,15.6087408949011
"1947",1.88,14.7591836734694
"1948",1.88,15.0614347998415
"1949",1.88,15.0659133709981
"1950",1.88,15.7136105860113
"1951",1.88,17.3208068542058
"1953",1.89,18.2125473228772
"1956",1.89,17.909051421698
"1958",1.89,14.8454185777809
"1960",1.89,14.912700692649
"1961",1.89,16.7750865051903
"1962",1.89,16.966960928231
"1965",1.91,19.9923531552448
"1970",1.91,16.0333291251105
"1974",1.92,17.6631634725779
"1976",1.93,16.1058786457057
"1977",1.94,17.7993079584775
"1983",1.94,17.0432025366627
"1984",1.94,16.8858131487889
"1985",1.95,15.7220240454485
"1987",1.95,14.41902562342
"1989",1.96,17.7122769064359
"1994",1.97,17.6081570811408
"1996",1.97,17.0759241666339
"2003",1.98,16.5980401544895
"2006",1.98,14.5328719723183
"2008",1.98,15.2758490089635
"2011",1.98,19.1115702479339
"2012",1.98,15.1433207138994
"2017",1.99,16.048311042524
"2020",1.99,15.9213439460243
"2022",2,16.7789668384199
"2024",2,15.2758490089635
"2027",2,15.5649477376947
"2028",2,15.429037448478
"2029",2,19.2258100167621
"2031",2.01,16.3430212620027
"2032",2.01,17.2281373621749
"2033",2.01,17.2436552267897
"2034",2.01,17.6186450911726
"2035",2.01,16.649046425866
"2036",2.01,17.4129890730316
"2037",2.01,15.9800745002094
"2038",2.01,18.0034206499235
"2039",2.01,17.2110868084191
"2040",2.01,16.966960928231
"2041",2.02,15.148891966759
"2042",2.02,17.0571378828445
"2043",2.02,15.8165941045727
"2044",2.02,16.6733146164689
"2045",2.02,18.8414145057359
"2046",2.02,18.1158567859176
"2047",2.02,20.5171892788765
"2048",2.03,14.0117305224655
"2049",2.03,16.3672491344819
"2051",2.03,16.7020873663833
"2052",2.03,16.9463508263279
"2053",2.03,17.2537003680789
"2054",2.03,15.3166220695506
"2055",2.03,16.3617776232634
"2056",2.03,15.6681549612943
"2057",2.03,18.5943986909543
"2058",2.03,15.4598288240184
"2060",2.04,16.5319595599095
"2061",2.04,17.8447480675844
"2062",2.04,17.6226748590186
"2063",2.04,14.1081892908583
"2064",2.04,14.3944636678201
"2065",2.04,17.1218331245089
"2067",2.04,16.9045806329431
"2068",2.04,17.149380265907
"2069",2.04,17.1865370336306
"2070",2.04,14.872364573715
"2071",2.04,17.1747733165193
"2072",2.04,16.3828321763439
"2073",2.05,15.4144714219652
"2074",2.05,18.1154127100073
"2075",2.05,14.541224371092
"2076",2.05,17.2918745889776
"2077",2.06,15.7045559743437
"2078",2.06,15.5218401822319
"2079",2.06,14.4654646149208
"2081",2.06,15.2971241406616
"2082",2.06,16.1497838620593
"2083",2.06,14.972052169284
"2084",2.06,17.3838162427011
"2085",2.06,16.0148658627882
"2086",2.06,16.6930685774282
"2087",2.06,16.0600140160122
"2088",2.07,17.9972396590383
"2089",2.07,15.4768762011402
"2090",2.07,18.3324253798778
"2091",2.07,15.3963770732018
"2092",2.07,17.0195122949981
"2093",2.07,16.007788707686
"2094",2.07,14.532131133743
"2095",2.07,16.772218964569
"2096",2.08,15.9037770187857
"2097",2.08,18.6840168055157
"2098",2.08,16.3982451811161
"2099",2.08,17.9307871615564
"2100",2.08,17.5313773264266
"2101",2.08,15.4598288240184
"2103",2.09,16.808193188307
"2104",2.09,15.9782891922852
"2105",2.09,15.3331054314384
"2106",2.1,15.5844678155603
"2107",2.1,16.3385549679262
"2108",2.1,16.5757957861959
"2109",2.11,16.0299076259149
"2110",2.11,15.8633004649491
"2111",2.11,17.2938322988259
"2112",2.11,20.2847985719502
"2113",2.11,16.678612159159
"2114",2.12,15.8024691358025
"2115",2.12,17.2173344122863
"2116",2.12,16.7118728839643
"2117",2.12,17.3199025361848
"2118",2.12,18.037329125399
"2119",2.12,17.9423737760506
"2120",2.12,15.9782891922852
"2121",2.13,17.7994218747775
"2122",2.13,14.6515674124721
"2123",2.13,15.9685307489803
"2124",2.13,18.4768959787224
"2125",2.13,15.9782891922852
"2126",2.13,16.966960928231
"2127",2.13,15.0286626654355
"2128",2.13,16.7157486934676
"2129",2.14,17.3302982777862
"2130",2.14,17.218323312353
"2131",2.14,20.6414500732091
"2132",2.14,18.1335491667966
"2133",2.15,17.767801819288
"2134",2.15,15.5405669981988
"2135",2.15,16.7622514098251
"2136",2.15,15.1313354976636
"2137",2.15,16.6733146164689
"2138",2.16,13.1023616451681
"2139",2.16,15.5377948353277
"2140",2.16,15.1373885459534
"2141",2.16,18.3139510684526
"2142",2.17,16.007788707686
"2143",2.17,16.2309556786704
"2144",2.17,13.8263696522007
"2145",2.17,15.6976829542362
"2146",2.17,18.5722514413682
"2147",2.17,16.1781573563147
"2148",2.17,17.6737072945522
"2149",2.17,15.7631481124218
"2150",2.18,15.9241669290305
"2151",2.18,15.3209534557642
"2152",2.18,16.5319595599095
"2153",2.18,15.2955017605542
"2154",2.18,17.915276099998
"2155",2.18,15.8678159742839
"2156",2.18,14.7293998821648
"2157",2.18,14.8757931257041
"2158",2.19,17.9448478621049
"2159",2.19,15.9426715495462
"2160",2.19,16.5938507280836
"2161",2.19,15.2522532026554
"2162",2.19,14.8191897769068
"2163",2.19,16.0569307399903
"2164",2.19,15.9152882258698
"2165",2.19,16.8962350780533
"2166",2.19,17.1511877197496
"2167",2.19,15.9347170353347
"2168",2.2,16.8814601448785
"2169",2.2,16.4514785506039
"2170",2.21,15.1239373790085
"2171",2.21,19.2211348157995
"2172",2.21,16.4689607144706
"2173",2.21,15.1648790322131
"2174",2.21,16.2922811453117
"2175",2.21,17.3538803276413
"2176",2.21,16.4054839058474
"2177",2.22,15.2249134948097
"2178",2.22,13.9392551034963
"2179",2.23,17.9640288286735
"2180",2.23,15.25523922122
"2181",2.25,16.2241090260127
"2182",2.25,15.3553259885771
"2183",2.25,17.3037190082645
"2184",2.25,17.3437248665169
"2185",2.26,14.9745267884375
"2186",2.26,17.5482893574044
"2187",2.27,16.1728395061728
"2188",2.27,17.5276796175437
"2190",2.28,16.8413508913375
"2191",2.29,15.561482219211
"2192",2.29,14.2000159438776
"2193",2.3,15.5283423810125
"2194",2.3,17.9724104647188
"2195",2.31,15.5471679525149
"2196",2.32,17.3010380622837
"2197",2.33,14.336917562724
"2198",2.33,15.4601025191195
"2199",2.33,17.6024468649543
"2200",2.33,15.4601025191195
"2201",2.33,15.475623493676
"2202",2.34,14.9382716049383
"2203",2.34,15.7582316483226
"2204",2.34,16.3398692810458
"2205",2.35,17.7659140951431
"2206",2.35,16.8321021852878
"2207",2.35,14.1314604141074
"2208",2.36,16.0608622147084
"2209",2.36,16.4292038225281
"2210",2.36,15.2908587257618
"2211",2.36,16.1405692627824
"2212",2.37,15.8267388588088
"2213",2.37,13.7922816185298
"2214",2.37,15.3104455807158
"2215",2.37,15.8172909995756
"2216",2.38,16.901071993789
"2217",2.38,14.9411811485672
"2218",2.38,16.0484642363694
"2219",2.38,15.0573355103731
"2220",2.38,13.7358535638568
"2221",2.38,16.1381424997983
"2222",2.39,17.4145735453006
"2223",2.39,16.7769376181474
"2224",2.4,14.5552035439573
"2225",2.4,16.7661664931763
"2226",2.4,17.3676748582231
"2227",2.41,16.2084361668561
"2228",2.41,17.0415814587594
"2229",2.41,16.8413508913375
"2230",2.42,17.1604938271605
"2231",2.43,17.1803415243648
"2232",2.44,16.5438956647748
"2233",2.44,15.6605719862135
"2234",2.44,14.5881212295317
"2235",2.44,15.8040816326531
"2236",2.44,14.4436445671263
"2237",2.45,17.3066522444565
"2238",2.45,19.3293779698784
"2239",2.45,14.7929768705916
"2240",2.45,16.3511849799938
"2241",2.45,16.0004295417327
"2242",2.46,17.7647918188459
"2243",2.46,16.4180830153775
"2244",2.46,17.0049952173451
"2245",2.46,15.8681303648986
"2246",2.46,17.1327790375409
"2247",2.46,15.7136105860113
"2248",2.46,14.8542690108118
"2249",2.46,18.4310018903592
"2250",2.47,17.1942744016203
"2251",2.47,15.4199676719839
"2252",2.47,12.5414315148258
"2253",2.47,15.3409070638336
"2254",2.47,18.4660336011687
"2255",2.48,18.0367672563302
"2256",2.48,16.8274290661431
"2257",2.48,17.7407025364254
"2258",2.48,15.8420138888889
"2259",2.48,15.2304859398895
"2260",2.48,17.8055266504798
"2261",2.48,11.995627048685
"2262",2.48,16.7219086864344
"2263",2.48,16.4616655763924
"2264",2.49,16.4120691831839
"2265",2.49,16.6204986149585
"2266",2.49,17.8423944268888
"2267",2.49,17.6836535842997
"2268",2.49,15.8807960003921
"2269",2.49,14.2998499792525
"2270",2.49,15.6346576352746
"2271",2.49,17.0269291148412
"2272",2.49,17.3641035462351
"2273",2.5,17.6479181884587
"2274",2.5,15.7770655559613
"2275",2.5,16.0024522067607
"2276",2.5,15.3436030059407
"2277",2.5,19.0379566247872
"2278",2.5,17.0965766619437
"2279",2.5,16.821163751756
"2280",2.51,17.8876864976545
"2281",2.51,12.137470222054
"2282",2.52,17.3676748582231
"2283",2.52,14.5765457814809
"2284",2.52,16.7491023125357
"2285",2.52,15.9499054820416
"2286",2.52,18.0609418282549
"2287",2.52,15.4422488489805
"2288",2.52,14.6502835538752
"2289",2.52,19.2457262583134
"2290",2.52,14.3330645883723
"2291",2.53,16.1208039995919
"2292",2.53,16.8724667734942
"2293",2.53,11.889470603538
"2294",2.53,17.1313336988018
"2296",2.53,16.363582071725
"2297",2.54,16.2880886426593
"2298",2.54,16.8950850661626
"2299",2.54,17.1111210810055
"2300",2.54,15.9596539947014
"2301",2.54,17.3611111111111
"2303",2.55,17.5060700395028
"2305",2.55,16.7649439241531
"2306",2.56,13.8504155124654
"2307",2.56,13.6164113589537
"2308",2.56,17.0049952173451
"2309",2.57,14.229554332617
"2310",2.57,16.3265306122449
"2311",2.57,16.6633065760402
"2312",2.57,16.8669574208851
"2313",2.58,14.4672796106003
"2314",2.58,15.6710229060025
"2315",2.58,14.9739583333333
"2316",2.58,15.9574468085106
"2317",2.58,16.0194796872998
"2318",2.58,15.0501249968435
"2319",2.58,15.0859743391767
"2320",2.58,18.5491493383743
"2321",2.58,16.1167241537194
"2322",2.59,14.8865784499055
"2323",2.59,15.011712626945
"2324",2.6,15.9429194428808
"2325",2.6,16.0590277777778
"2326",2.6,14.4027354701473
"2327",2.6,16.6313614957721
"2328",2.6,16.1285710200463
"2329",2.6,15.9257833416306
"2330",2.61,16.9270833333333
"2331",2.61,15.5164930555556
"2332",2.61,14.1822263034384
"2333",2.62,16.8679716784673
"2334",2.62,14.4979591836735
"2335",2.62,16.0590277777778
"2336",2.62,21.5158591331175
"2337",2.62,15.8
"2338",2.63,16.8350168350168
"2339",2.63,15.9499054820416
"2341",2.63,15.6983277149845
"2342",2.63,17.1084360832076
"2343",2.64,15.2531229454306
"2344",2.64,16.0274531590307
"2345",2.64,14.0882581123278
"2346",2.65,14.4298633003192
"2347",2.65,14.7708622648655
"2348",2.65,15.9685307489803
"2349",2.65,15.84427342689
"2350",2.66,15.8420138888889
"2351",2.66,17.1214113521806
"2352",2.66,14.8483045806068
"2353",2.66,17.9935307964572
"2354",2.67,18.3836281651058
"2355",2.67,16.7981127685481
"2356",2.68,18.6231517400349
"2357",2.69,16.1837935717519
"2358",2.69,15.4956009710577
"2359",2.69,13.978165493317
"2360",2.7,15.0964718466975
"2361",2.7,17.7285318559557
"2362",2.71,15.7243611978263
"2363",2.71,15.2304859398895
"2364",2.71,15.1157252728928
"2365",2.71,17.3504284038838
"2366",2.71,16.6646540272914
"2367",2.72,16.4183485165572
"2368",2.72,15.1551021579431
"2370",2.72,16.6662098078452
"2371",2.73,17
"2372",2.73,17.3512400745025
"2373",2.73,15.4601025191195
"2374",2.73,18.0916093308846
"2375",2.73,15.3996036740888
"2376",2.73,14.9118719333352
"2377",2.74,14.2212972597988
"2378",2.74,20.6428504100292
"2379",2.74,17.141108050199
"2380",2.74,16.6861515570199
"2381",2.74,21.8939313423318
"2382",2.75,14.1166213617232
"2383",2.76,17.0132325141777
"2384",2.76,16.4609053497942
"2385",2.76,16.2172432864849
"2386",2.77,17.815062682628
"2387",2.77,15.8726068695406
"2388",2.77,15.04
"2389",2.77,16.0230732254446
"2390",2.77,17.0728860957551
"2391",2.78,16.9529085872576
"2392",2.78,16.465048675983
"2393",2.78,14.1776937618147
"2394",2.78,15.5047393183811
"2395",2.8,16.1111111111111
"2396",2.8,14.3479647146349
"2397",2.8,15.84427342689
"2398",2.8,14.4452842865541
"2399",2.8,15.2408102848058
"2400",2.81,16.9132439601916
"2402",2.81,14.9584487534626
"2403",2.82,15.0247262389237
"2404",2.82,17.8552449782124
"2405",2.82,21.7383571335407
"2406",2.83,13.1762582799607
"2407",2.83,17.2144403936296
"2408",2.83,15.4827554316935
"2409",2.83,15.2408102848058
"2410",2.84,17.5756534237373
"2411",2.84,13.8552957687599
"2412",2.86,15.3411158702164
"2413",2.86,15.5124653739612
"2414",2.87,18.1077410593029
"2415",2.87,16.5556018325698
"2416",2.87,16.4490124898617
"2417",2.87,15.5371929763134
"2418",2.87,15.8887084245463
"2419",2.87,15.5124653739612
"2420",2.88,18.2215743440233
"2421",2.88,15.1412916233091
"2422",2.88,15.0965591608666
"2423",2.88,17.7161489880248
"2425",2.89,15.2994791666667
"2426",2.89,17.1326591314694
"2427",2.89,18.0609418282549
"2428",2.9,11.7081786645763
"2429",2.9,15.410439049868
"2430",2.9,17.4554797987732
"2431",2.9,18.3376736111111
"2432",2.9,14.6522513126456
"2433",2.91,14.3120523257648
"2434",2.91,15.1345904482182
"2435",2.91,16.514731140177
"2436",2.91,15.5708878090687
"2437",2.91,14.9801512995281
"2438",2.92,16.623383140753
"2439",2.92,15.9432871560879
"2440",2.92,16.9596120516097
"2441",2.92,13.3463541666667
"2442",2.92,14.8956873234486
"2443",2.92,16.6992335662741
"2444",2.93,16.5315244491364
"2445",2.93,16.2088391377887
"2446",2.93,18.0121527777778
"2447",2.93,14.018233506519
"2448",2.93,14.8644199738166
"2449",2.93,15.3361002214149
"2450",2.93,14.4088656300809
"2451",2.93,16.2275505626081
"2452",2.94,19.9445983379501
"2453",2.94,15.3572624906594
"2454",2.94,15.712682379349
"2455",2.94,15.3163287587875
"2456",2.95,16.1249685059209
"2457",2.96,17.6855055747789
"2458",2.96,17.7326292822744
"2459",2.96,18.8609467455621
"2460",2.97,15.0903498654364
"2461",2.97,16.1772853185596
"2462",2.97,16.6861515570199
"2463",2.97,17.1803415243648
"2464",2.97,14.7684310018904
"2465",2.97,16.2551372115381
"2466",2.97,16.620644312952
"2467",2.97,14.7044961824866
"2468",2.97,16.1802382803375
"2469",2.98,14.3636885952313
"2470",2.98,15.6
"2471",2.98,15.8730158730159
"2472",2.98,18.0678074184292
"2473",2.98,14.9682294060354
"2474",2.98,15.1
"2475",2.98,15.4461498439126
"2476",2.98,15.0491324472167
"2477",2.98,16.3473552686381
"2478",2.98,18.7357254646002
"2479",2.98,16.2729144201549
"2480",2.98,14.7730895950686
"2481",2.98,16.8148931911121
"2482",2.99,15.565073766132
"2483",2.99,15.1481477795801
"2484",2.99,17.2144403936296
"2485",2.99,17.6289296958284
"2486",2.99,15.2916120477782
"2487",3,14.609203798393
"2488",3,15.4275180052805
"2489",3,15.1479289940828
"2490",3,16.1574856919875
"2491",3,16
"2492",3,14.9397000766983
"2493",3.01,15.2441738325411
"2494",3.01,16.094674556213
"2495",3.01,15.8090611908121
"2496",3.01,14.879370815177
"2497",3.01,16.7924482515955
"2498",3.02,14.5765457814809
"2499",3.02,16.3277889841174
"2500",3.02,15.9454242765182
"2501",3.02,15.9167431894705
"2502",3.02,15.4759448262726
"2503",3.02,15.4065911641669
"2504",3.02,15.1030635434641
"2505",3.02,16.9422962522308
"2506",3.02,14.3233812585559
"2507",3.02,18.5523976397227
"2508",3.02,15.6664691179881
"2509",3.02,15.9505208333333
"2510",3.03,15.3787004998078
"2511",3.03,16.6936209139227
"2512",3.03,17.1024608429099
"2513",3.03,15.712682379349
"2514",3.03,14.9300497701067
"2515",3.04,15.7972740606845
"2516",3.04,15.1843453430755
"2517",3.04,18.4089414858646
"2518",3.04,17.67258382643
"2519",3.04,16.4609053497942
"2520",3.04,16.8679716784673
"2521",3.05,16.9920909540287
"2522",3.05,15.6179266636487
"2523",3.05,17.0234248195664
"2524",3.05,15.6879653029165
"2525",3.05,16.4396754065638
"2526",3.05,15.6985871271586
"2527",3.05,16.3398692810458
"2528",3.06,15.6134082272252
"2529",3.06,15.645512678747
"2530",3.06,17.7777777777778
"2531",3.06,14.9275314994239
"2532",3.06,14.846040289226
"2533",3.06,16.6313614957721
"2534",3.06,13.8658915262197
"2535",3.06,15.8619589137043
"2536",3.06,15.0964718466975
"2537",3.06,16.4955843764415
"2538",3.07,16.3336129845859
"2539",3.07,17.4863763928185
"2540",3.07,15.9941693982466
"2541",3.07,15.833917813046
"2542",3.07,12.9740389480649
"2543",3.08,16.6893424036281
"2544",3.08,15.9554017685506
"2545",3.08,14.3702451394759
"2546",3.08,17.0118343195266
"2547",3.08,15.1864667435602
"2548",3.09,13.7868480725624
"2549",3.09,14.404432132964
"2550",3.09,16.4735891168031
"2551",3.09,15.1288932098551
"2552",3.09,15.1924358093924
"2553",3.09,15.4231383364784
"2554",3.1,14.1828254847645
"2555",3.1,13.7370268427565
"2556",3.1,15.5709342560554
"2557",3.1,15.2291369222586
"2558",3.1,15.522676749194
"2559",3.11,14.8186243958142
"2560",3.11,14.0801958983777
"2561",3.11,15.1228733459357
"2562",3.11,15.1125302250605
"2563",3.11,15.8448753462604
"2564",3.12,18.0978414553681
"2565",3.12,16
"2566",3.12,17.9572423499721
"2567",3.12,17.3595562145553
"2568",3.12,15.0386674598453
"2569",3.12,16.2372218509443
"2570",3.13,16.0349854227405
"2571",3.15,15.3045607591062
"2572",3.15,18.7421907538526
"2573",3.15,14.6064111361631
"2574",3.15,14.2252979623222
"2575",3.15,14.9023739274689
"2576",3.16,17.0126874279123
"2577",3.16,15.712682379349
"2578",3.17,16.1183900461872
"2579",3.17,14.5903479236813
"2580",3.17,17.7244817349803
"2581",3.17,16.2919351866088
"2582",3.18,17.1605478330591
"2583",3.18,15.5
"2584",3.19,15.5124653739612
"2585",3.19,14.404432132964
"2586",3.19,17.1589341343466
"2587",3.19,15.1888399998101
"2588",3.19,15.7677707605482
"2589",3.19,16.7334483377601
"2590",3.19,14.4
"2591",3.2,16.6610792032154
"2592",3.2,15.4389855797621
"2593",3.2,16.0073357074254
"2594",3.21,15.9221200648999
"2595",3.21,15.8769448024701
"2596",3.22,14.3063773833005
"2597",3.24,15.4585729097936
"2598",3.24,16.1129850275425
"2599",3.25,16.3248648097133
"2600",3.25,16.2591050988554
"2601",3.25,14.7471023459004
"2602",3.25,17.3437647280611
"2603",3.25,15.3878919591574
"2604",3.26,16.4364101706158
"2605",3.27,17.8078362138625
"2606",3.27,13.7597715877916
"2607",3.27,15.8953004164188
"2608",3.29,14.4731361932528
"2609",3.3,15.0034293552812
"2610",3.31,16.3
"2611",3.31,18.3583237216455
"2612",3.31,14.7987557733999
"2613",3.32,12.1248503471268
"2614",3.34,14.7414518358272
"2615",3.34,14.0096436532132
"2616",3.34,17.9203485062251
"2617",3.36,17.1807129510544
"2618",3.37,15.3906479756887
"2619",3.37,17.1680955341266
"2620",3.38,15.5634002422119
"2621",3.38,14.093842784465
"2622",3.39,15.2736910671369
"2623",3.39,16.2372218509443
"2624",3.4,17.6085663295657
"2625",3.41,17.0118343195266
"2626",3.41,15.1511325471579
"2627",3.41,15.5153673811325
"2628",3.41,16.9278582291873
"2629",3.41,17.8727109681294
"2630",3.42,17.4471992653811
"2631",3.43,16.6650328399177
"2632",3.43,17.3451688603204
"2633",3.44,16.3944870351887
"2634",3.48,17.6817767950052
"2635",3.48,14.5006689359684
"2636",3.48,18.4
"2637",3.48,15.6847367905107
"2638",3.48,15.1945887658073
"2639",3.48,14.282713715606
"2640",3.49,16.1
"2641",3.49,15.9630329762655
"2642",3.5,16.6829039802628
"2643",3.52,16.5231393964853
"2644",3.52,16.441679207565
"2645",3.54,16.2126496371006
"2646",3.54,16.5315244491364
"2647",3.54,15.7790927021696
"2648",3.55,15.9023668639053
"2649",3.56,13.9601063115788
"2650",3.57,21.1906928983173
"2651",3.58,15.58670718557
"2652",3.58,15.1627218934911
"2653",3.6,15.1909722222222
"2654",3.6,17.3908514039962
"2655",3.63,15.2700537279668
"2656",3.65,16.0349854227405
"2657",3.66,15.8147127844098
"2658",3.68,14.8981161091888
"2659",3.68,16.6347274299094
"2660",3.68,16.2292735093839
"2661",3.7,15.328798185941
"2662",3.7,15.7890408705902
"2663",3.7,16.114415974637
"2664",3.71,15.5143690129113
"2665",3.71,14.8762514646545
"2666",3.72,13.896490184414
"2667",3.72,16.9739244785432
"2668",3.72,17.2699479567785
"2669",3.73,17.1388100793006
"2670",3.73,14.7237100222619
"2671",3.73,15.2025303540455
"2672",3.73,14.8981161091888
"2673",3.73,15.625
"2674",3.73,17.5198221064217
"2675",3.74,15.2526617813382
"2676",3.74,15.4462598115739
"2677",3.75,18.4472612041648
"2678",3.75,14.2399430402278
"2679",3.75,14.6102365915732
"2680",3.75,16.3988626595252
"2681",3.75,15.6470920916203
"2682",3.75,15.5251605243013
"2683",3.75,15.9032497468276
"2684",3.75,14.9984695439241
"2685",3.75,15.752936988252
"2686",3.75,14.1506472281131
"2687",3.76,16.9041602072671
"2688",3.76,16.4802836308756
"2689",3.76,15.3930784617616
"2690",3.76,17.8326474622771
"2691",3.76,13.3254015466984
"2692",3.76,15.4827187654152
"2693",3.77,15.2290303390839
"2694",3.77,14.9597792779949
"2695",3.77,14.428389733325
"2696",3.78,13.6261150867562
"2697",3.78,16.8038380298261
"2698",3.79,14.149707398026
"2699",3.79,14.520084162376
"2700",3.8,13.8202393340271
"2701",3.8,14.5159770006598
"2702",3.8,14.8702446404744
"2704",3.81,13.7447135717032
"2705",3.81,13.8159583654228
"2706",3.82,16.5388913342335
"2707",3.82,15.1663681779621
"2708",3.82,16.5079365079365
"2709",3.82,13.9669421487603
"2710",3.82,16.1818134968693
"2711",3.82,14.5
"2712",3.83,17.583724436705
"2713",3.83,14.7944087338027
"2714",3.83,17.5893886966551
"2715",3.83,15.4797430362656
"2716",3.84,16.9667263644076
"2717",3.84,14.9586776859504
"2718",3.84,17.2335600907029
"2719",3.85,15.4320987654321
"2720",3.85,15.7090428784737
"2721",3.85,15.4698241164368
"2722",3.85,14.1582025238535
"2723",3.85,15.3689148702686
"2725",3.86,16.0287972689658
"2726",3.86,15.627654153219
"2727",3.86,19.063323211808
"2728",3.87,14.9984695439241
"2729",3.87,15.0903498654364
"2730",3.87,16.2721893491124
"2731",3.87,15.1151863572919
"2732",3.88,15.3635363087083
"2733",3.88,16.4649341402634
"2734",3.88,17.2298639859716
"2735",3.88,15.0815345461401
"2736",3.88,16.7100694444444
"2737",3.88,13.7758875739645
"2738",3.88,16.9734736718486
"2739",3.89,15.9919198720646
"2740",3.89,15.7492788488106
"2741",3.89,18.13
"2742",3.89,16.2632138612623
"2743",3.9,15.9948224852071
